EnterCode,ExitCode,EnterName,ExitName,Distance/Km,NormalPrice,EarlyPrice
44_44,101_65,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Punggol (NE17 / PTC),li class=\'distance_fare_result_dt\'>25.6 km,li class=\'distance_fare_result_fr\'>$1.93
44_44,139_101,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Punggol Point (PW3),li class=\'distance_fare_result_dt\'>27.1 km,li class=\'distance_fare_result_fr\'>$1.94
44_44,18_18,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Queenstown (EW19),li class=\'distance_fare_result_dt\'>25.9 km,li class=\'distance_fare_result_fr\'>$1.93
44_44,12_12,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Raffles Place (NS26 / EW14),li class=\'distance_fare_result_dt\'>24.8 km,li class=\'distance_fare_result_fr\'>$1.91
44_44,121_83,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Ranggung (SE5),li class=\'distance_fare_result_dt\'>24.9 km,li class=\'distance_fare_result_fr\'>$1.91
44_44,17_17,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Redhill (EW18),li class=\'distance_fare_result_dt\'>27.3 km,li class=\'distance_fare_result_fr\'>$1.95
44_44,129_91,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Renjong (SW8),li class=\'distance_fare_result_dt\'>24.8 km,li class=\'distance_fare_result_fr\'>$1.91
44_44,133_95,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Riviera (PE4),li class=\'distance_fare_result_dt\'>28.1 km,li class=\'distance_fare_result_fr\'>$1.95
44_44,317_135,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Rochor (DT13),li class=\'distance_fare_result_dt\'>22.4 km,li class=\'distance_fare_result_fr\'>$1.87
44_44,118_80,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Rumbia (SE2),li class=\'distance_fare_result_dt\'>25.4 km,li class=\'distance_fare_result_fr\'>$1.93
44_44,137_99,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Sam Kee (PW1),li class=\'distance_fare_result_dt\'>26.2 km,li class=\'distance_fare_result_fr\'>$1.93
44_44,140_102,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Samudera (PW4),li class=\'distance_fare_result_dt\'>27.7 km,li class=\'distance_fare_result_fr\'>$1.95
44_44,59_58,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Segar (BP11),li class=\'distance_fare_result_dt\'>15.2 km,li class=\'distance_fare_result_fr\'>$1.59
44_44,43_43,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Sembawang (NS11),li class=\'distance_fare_result_dt\'>2.4 km,li class=\'distance_fare_result_fr\'>$0.83
44_44,102_66,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Sengkang (NE16 / STC),li class=\'distance_fare_result_dt\'>23.9 km,li class=\'distance_fare_result_fr\'>$1.89
44_44,61_60,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Senja (BP13),li class=\'distance_fare_result_dt\'>13.9 km,li class=\'distance_fare_result_fr\'>$1.55
